mo_item_id,mo_id,item_id,requested_quantity,issued_quantity,uom,unit_cost,line_amount,source_location,destination_location,required_date,movement_date,remarks
4883,2183,24,87.000,87.000,No,220.00,19140.00,Maintenance Store,Maintenance Bay,2024-12-02,2024-11-29,Generated move order item for Bearing 6205-2RS.
4884,2184,2,316.000,316.000,No,2800.00,884800.00,Assembly Surplus,Central Warehouse,2024-12-04,2024-11-30,Generated move order item for Stator Core 3 kW.
4885,2185,2,330.000,330.000,No,2800.00,924000.00,Central Warehouse,Production Line,2024-12-06,2024-12-01,Generated move order item for Stator Core 3 kW.
4886,2186,2,266.000,266.000,No,2800.00,744800.00,Production Line,Quality Inspection,2024-12-03,2024-12-02,Generated move order item for Stator Core 3 kW.
4887,2187,101,41.000,41.000,No,36500.00,1496500.00,Assembly,FG Store,2024-12-05,2024-12-03,Generated move order item for PMSM Motor 3 kW.
4888,2188,101,26.000,26.000,No,36500.00,949000.00,FG Store,Dispatch Dock,2024-12-07,2024-12-04,Generated move order item for PMSM Motor 3 kW.
4889,2189,24,11.000,11.000,No,220.00,2420.00,Maintenance Store,Maintenance Bay,2024-12-09,2024-12-05,Generated move order item for Bearing 6205-2RS.
4890,2190,2,61.000,61.000,No,2800.00,170800.00,Assembly Surplus,Central Warehouse,2024-12-11,2024-12-06,Generated move order item for Stator Core 3 kW.
4891,2191,2,372.000,372.000,No,2800.00,1041600.00,Central Warehouse,Production Line,2024-12-08,2024-12-07,Generated move order item for Stator Core 3 kW.
4892,2192,2,337.000,337.000,No,2800.00,943600.00,Production Line,Quality Inspection,2024-12-10,2024-12-08,Generated move order item for Stator Core 3 kW.
4893,2193,101,27.000,27.000,No,36500.00,985500.00,Assembly,FG Store,2024-12-12,2024-12-09,Generated move order item for PMSM Motor 3 kW.
4894,2194,101,46.000,46.000,No,36500.00,1679000.00,FG Store,Dispatch Dock,2024-12-14,2024-12-10,Generated move order item for PMSM Motor 3 kW.
4895,2195,24,50.000,50.000,No,220.00,11000.00,Maintenance Store,Maintenance Bay,2024-12-16,2024-12-11,Generated move order item for Bearing 6205-2RS.
4896,2196,2,164.000,164.000,No,2800.00,459200.00,Assembly Surplus,Central Warehouse,2024-12-13,2024-12-12,Generated move order item for Stator Core 3 kW.
4897,2197,2,313.000,313.000,No,2800.00,876400.00,Central Warehouse,Production Line,2024-12-15,2024-12-13,Generated move order item for Stator Core 3 kW.
4898,2198,2,220.000,220.000,No,2800.00,616000.00,Production Line,Quality Inspection,2024-12-17,2024-12-14,Generated move order item for Stator Core 3 kW.
4899,2199,101,59.000,59.000,No,36500.00,2153500.00,Assembly,FG Store,2024-12-19,2024-12-15,Generated move order item for PMSM Motor 3 kW.
4900,2200,101,45.000,45.000,No,36500.00,1642500.00,FG Store,Dispatch Dock,2024-12-21,2024-12-16,Generated move order item for PMSM Motor 3 kW.
4901,2201,24,76.000,76.000,No,220.00,16720.00,Maintenance Store,Maintenance Bay,2024-12-18,2024-12-17,Generated move order item for Bearing 6205-2RS.
4902,2202,2,360.000,360.000,No,2800.00,1008000.00,Assembly Surplus,Central Warehouse,2024-12-20,2024-12-18,Generated move order item for Stator Core 3 kW.
4903,2203,2,358.000,358.000,No,2800.00,1002400.00,Central Warehouse,Production Line,2024-12-22,2024-12-19,Generated move order item for Stator Core 3 kW.
4904,2204,2,398.000,398.000,No,2800.00,1114400.00,Production Line,Quality Inspection,2024-12-24,2024-12-20,Generated move order item for Stator Core 3 kW.
4905,2205,101,29.000,29.000,No,36500.00,1058500.00,Assembly,FG Store,2024-12-26,2024-12-21,Generated move order item for PMSM Motor 3 kW.
4906,2206,101,51.000,51.000,No,36500.00,1861500.00,FG Store,Dispatch Dock,2024-12-23,2024-12-22,Generated move order item for PMSM Motor 3 kW.
4907,2207,24,8.000,8.000,No,220.00,1760.00,Maintenance Store,Maintenance Bay,2024-12-25,2024-12-23,Generated move order item for Bearing 6205-2RS.
4908,2208,2,350.000,350.000,No,2800.00,980000.00,Assembly Surplus,Central Warehouse,2024-12-27,2024-12-24,Generated move order item for Stator Core 3 kW.
4909,2209,2,292.000,292.000,No,2800.00,817600.00,Central Warehouse,Production Line,2024-12-29,2024-12-25,Generated move order item for Stator Core 3 kW.
4910,2210,2,53.000,53.000,No,2800.00,148400.00,Production Line,Quality Inspection,2024-12-31,2024-12-26,Generated move order item for Stator Core 3 kW.
4911,2211,101,42.000,42.000,No,36500.00,1533000.00,Assembly,FG Store,2024-12-28,2024-12-27,Generated move order item for PMSM Motor 3 kW.
4912,2212,101,5.000,5.000,No,36500.00,182500.00,FG Store,Dispatch Dock,2024-12-30,2024-12-28,Generated move order item for PMSM Motor 3 kW.
4913,2213,24,72.000,72.000,No,220.00,15840.00,Maintenance Store,Maintenance Bay,2025-01-01,2024-12-29,Generated move order item for Bearing 6205-2RS.
4914,2214,2,286.000,286.000,No,2800.00,800800.00,Assembly Surplus,Central Warehouse,2025-01-03,2024-12-30,Generated move order item for Stator Core 3 kW.
4915,2215,2,324.000,324.000,No,2800.00,907200.00,Central Warehouse,Production Line,2025-01-05,2024-12-31,Generated move order item for Stator Core 3 kW.
4916,2216,2,325.000,325.000,No,2800.00,910000.00,Production Line,Quality Inspection,2025-01-02,2025-01-01,Generated move order item for Stator Core 3 kW.
4917,2217,101,21.000,21.000,No,36500.00,766500.00,Assembly,FG Store,2025-01-04,2025-01-02,Generated move order item for PMSM Motor 3 kW.
4918,2218,101,39.000,39.000,No,36500.00,1423500.00,FG Store,Dispatch Dock,2025-01-06,2025-01-03,Generated move order item for PMSM Motor 3 kW.
4919,2219,24,26.000,26.000,No,220.00,5720.00,Maintenance Store,Maintenance Bay,2025-01-08,2025-01-04,Generated move order item for Bearing 6205-2RS.
4920,2220,2,392.000,392.000,No,2800.00,1097600.00,Assembly Surplus,Central Warehouse,2025-01-10,2025-01-05,Generated move order item for Stator Core 3 kW.
4921,2221,2,90.000,90.000,No,2800.00,252000.00,Central Warehouse,Production Line,2025-01-07,2025-01-06,Generated move order item for Stator Core 3 kW.
4922,2222,2,113.000,113.000,No,2800.00,316400.00,Production Line,Quality Inspection,2025-01-09,2025-01-07,Generated move order item for Stator Core 3 kW.
4923,2223,101,44.000,44.000,No,36500.00,1606000.00,Assembly,FG Store,2025-01-11,2025-01-08,Generated move order item for PMSM Motor 3 kW.
4924,2224,101,8.000,8.000,No,36500.00,292000.00,FG Store,Dispatch Dock,2025-01-13,2025-01-09,Generated move order item for PMSM Motor 3 kW.
4925,2225,24,98.000,98.000,No,220.00,21560.00,Maintenance Store,Maintenance Bay,2025-01-15,2025-01-10,Generated move order item for Bearing 6205-2RS.
4926,2226,2,63.000,63.000,No,2800.00,176400.00,Assembly Surplus,Central Warehouse,2025-01-12,2025-01-11,Generated move order item for Stator Core 3 kW.
4927,2227,2,286.000,286.000,No,2800.00,800800.00,Central Warehouse,Production Line,2025-01-14,2025-01-12,Generated move order item for Stator Core 3 kW.
4928,2228,2,493.000,493.000,No,2800.00,1380400.00,Production Line,Quality Inspection,2025-01-16,2025-01-13,Generated move order item for Stator Core 3 kW.
4929,2229,101,42.000,42.000,No,36500.00,1533000.00,Assembly,FG Store,2025-01-18,2025-01-14,Generated move order item for PMSM Motor 3 kW.
4930,2230,101,40.000,40.000,No,36500.00,1460000.00,FG Store,Dispatch Dock,2025-01-20,2025-01-15,Generated move order item for PMSM Motor 3 kW.
4931,2231,24,71.000,71.000,No,220.00,15620.00,Maintenance Store,Maintenance Bay,2025-01-17,2025-01-16,Generated move order item for Bearing 6205-2RS.
4932,2232,2,368.000,368.000,No,2800.00,1030400.00,Assembly Surplus,Central Warehouse,2025-01-19,2025-01-17,Generated move order item for Stator Core 3 kW.
4933,2233,2,122.000,122.000,No,2800.00,341600.00,Central Warehouse,Production Line,2025-01-21,2025-01-18,Generated move order item for Stator Core 3 kW.
4934,2234,2,189.000,189.000,No,2800.00,529200.00,Production Line,Quality Inspection,2025-01-23,2025-01-19,Generated move order item for Stator Core 3 kW.
4935,2235,101,15.000,15.000,No,36500.00,547500.00,Assembly,FG Store,2025-01-25,2025-01-20,Generated move order item for PMSM Motor 3 kW.
4936,2236,101,16.000,16.000,No,36500.00,584000.00,FG Store,Dispatch Dock,2025-01-22,2025-01-21,Generated move order item for PMSM Motor 3 kW.
4937,2237,24,24.000,24.000,No,220.00,5280.00,Maintenance Store,Maintenance Bay,2025-01-24,2025-01-22,Generated move order item for Bearing 6205-2RS.
4938,2238,2,337.000,337.000,No,2800.00,943600.00,Assembly Surplus,Central Warehouse,2025-01-26,2025-01-23,Generated move order item for Stator Core 3 kW.
4939,2239,2,470.000,470.000,No,2800.00,1316000.00,Central Warehouse,Production Line,2025-01-28,2025-01-24,Generated move order item for Stator Core 3 kW.
4940,2240,2,302.000,302.000,No,2800.00,845600.00,Production Line,Quality Inspection,2025-01-30,2025-01-25,Generated move order item for Stator Core 3 kW.
4941,2241,101,5.000,5.000,No,36500.00,182500.00,Assembly,FG Store,2025-01-27,2025-01-26,Generated move order item for PMSM Motor 3 kW.
4942,2242,101,43.000,43.000,No,36500.00,1569500.00,FG Store,Dispatch Dock,2025-01-29,2025-01-27,Generated move order item for PMSM Motor 3 kW.
4943,2243,24,56.000,56.000,No,220.00,12320.00,Maintenance Store,Maintenance Bay,2025-01-31,2025-01-28,Generated move order item for Bearing 6205-2RS.
4944,2244,2,400.000,400.000,No,2800.00,1120000.00,Assembly Surplus,Central Warehouse,2025-02-02,2025-01-29,Generated move order item for Stator Core 3 kW.
4945,2245,2,220.000,220.000,No,2800.00,616000.00,Central Warehouse,Production Line,2025-02-04,2025-01-30,Generated move order item for Stator Core 3 kW.
4946,2246,2,243.000,243.000,No,2800.00,680400.00,Production Line,Quality Inspection,2025-02-01,2025-01-31,Generated move order item for Stator Core 3 kW.
4947,2247,101,41.000,41.000,No,36500.00,1496500.00,Assembly,FG Store,2025-02-03,2025-02-01,Generated move order item for PMSM Motor 3 kW.
4948,2248,101,44.000,44.000,No,36500.00,1606000.00,FG Store,Dispatch Dock,2025-02-05,2025-02-02,Generated move order item for PMSM Motor 3 kW.
4949,2249,24,26.000,26.000,No,220.00,5720.00,Maintenance Store,Maintenance Bay,2025-02-07,2025-02-03,Generated move order item for Bearing 6205-2RS.
4950,2250,2,314.000,314.000,No,2800.00,879200.00,Assembly Surplus,Central Warehouse,2025-02-09,2025-02-04,Generated move order item for Stator Core 3 kW.
4951,2251,2,483.000,483.000,No,2800.00,1352400.00,Central Warehouse,Production Line,2025-02-06,2025-02-05,Generated move order item for Stator Core 3 kW.
4952,2252,2,79.000,79.000,No,2800.00,221200.00,Production Line,Quality Inspection,2025-02-08,2025-02-06,Generated move order item for Stator Core 3 kW.
4953,2253,101,23.000,23.000,No,36500.00,839500.00,Assembly,FG Store,2025-02-10,2025-02-07,Generated move order item for PMSM Motor 3 kW.
4954,2254,101,34.000,34.000,No,36500.00,1241000.00,FG Store,Dispatch Dock,2025-02-12,2025-02-08,Generated move order item for PMSM Motor 3 kW.
4955,2255,24,93.000,93.000,No,220.00,20460.00,Maintenance Store,Maintenance Bay,2025-02-14,2025-02-09,Generated move order item for Bearing 6205-2RS.
4956,2256,2,486.000,486.000,No,2800.00,1360800.00,Assembly Surplus,Central Warehouse,2025-02-11,2025-02-10,Generated move order item for Stator Core 3 kW.
4957,2257,2,315.000,315.000,No,2800.00,882000.00,Central Warehouse,Production Line,2025-02-13,2025-02-11,Generated move order item for Stator Core 3 kW.
4958,2258,2,296.000,296.000,No,2800.00,828800.00,Production Line,Quality Inspection,2025-02-15,2025-02-12,Generated move order item for Stator Core 3 kW.
4959,2259,101,28.000,28.000,No,36500.00,1022000.00,Assembly,FG Store,2025-02-17,2025-02-13,Generated move order item for PMSM Motor 3 kW.
4960,2260,101,29.000,29.000,No,36500.00,1058500.00,FG Store,Dispatch Dock,2025-02-19,2025-02-14,Generated move order item for PMSM Motor 3 kW.
4961,2261,24,75.000,75.000,No,220.00,16500.00,Maintenance Store,Maintenance Bay,2025-02-16,2025-02-15,Generated move order item for Bearing 6205-2RS.
4962,2262,2,295.000,295.000,No,2800.00,826000.00,Assembly Surplus,Central Warehouse,2025-02-18,2025-02-16,Generated move order item for Stator Core 3 kW.
4963,2263,2,299.000,299.000,No,2800.00,837200.00,Central Warehouse,Production Line,2025-02-20,2025-02-17,Generated move order item for Stator Core 3 kW.
4964,2264,2,430.000,430.000,No,2800.00,1204000.00,Production Line,Quality Inspection,2025-02-22,2025-02-18,Generated move order item for Stator Core 3 kW.
4965,2265,101,12.000,12.000,No,36500.00,438000.00,Assembly,FG Store,2025-02-24,2025-02-19,Generated move order item for PMSM Motor 3 kW.
4966,2266,101,58.000,58.000,No,36500.00,2117000.00,FG Store,Dispatch Dock,2025-02-21,2025-02-20,Generated move order item for PMSM Motor 3 kW.
4967,2267,24,72.000,72.000,No,220.00,15840.00,Maintenance Store,Maintenance Bay,2025-02-23,2025-02-21,Generated move order item for Bearing 6205-2RS.
4968,2268,2,314.000,314.000,No,2800.00,879200.00,Assembly Surplus,Central Warehouse,2025-02-25,2025-02-22,Generated move order item for Stator Core 3 kW.
4969,2269,2,311.000,311.000,No,2800.00,870800.00,Central Warehouse,Production Line,2025-02-27,2025-02-23,Generated move order item for Stator Core 3 kW.
4970,2270,2,310.000,310.000,No,2800.00,868000.00,Production Line,Quality Inspection,2025-03-01,2025-02-24,Generated move order item for Stator Core 3 kW.
4971,2271,101,36.000,36.000,No,36500.00,1314000.00,Assembly,FG Store,2025-02-26,2025-02-25,Generated move order item for PMSM Motor 3 kW.
4972,2272,101,24.000,24.000,No,36500.00,876000.00,FG Store,Dispatch Dock,2025-02-28,2025-02-26,Generated move order item for PMSM Motor 3 kW.
4973,2273,24,75.000,75.000,No,220.00,16500.00,Maintenance Store,Maintenance Bay,2025-03-02,2025-02-27,Generated move order item for Bearing 6205-2RS.
4974,2274,2,163.000,163.000,No,2800.00,456400.00,Assembly Surplus,Central Warehouse,2025-03-04,2025-02-28,Generated move order item for Stator Core 3 kW.
4975,2275,2,344.000,344.000,No,2800.00,963200.00,Central Warehouse,Production Line,2025-03-06,2025-03-01,Generated move order item for Stator Core 3 kW.
4976,2276,2,287.000,287.000,No,2800.00,803600.00,Production Line,Quality Inspection,2025-03-03,2025-03-02,Generated move order item for Stator Core 3 kW.
4977,2277,101,25.000,25.000,No,36500.00,912500.00,Assembly,FG Store,2025-03-05,2025-03-03,Generated move order item for PMSM Motor 3 kW.
4978,2278,101,50.000,50.000,No,36500.00,1825000.00,FG Store,Dispatch Dock,2025-03-07,2025-03-04,Generated move order item for PMSM Motor 3 kW.
4979,2279,24,35.000,35.000,No,220.00,7700.00,Maintenance Store,Maintenance Bay,2025-03-09,2025-03-05,Generated move order item for Bearing 6205-2RS.
4980,2280,2,347.000,347.000,No,2800.00,971600.00,Assembly Surplus,Central Warehouse,2025-03-11,2025-03-06,Generated move order item for Stator Core 3 kW.
4981,2281,2,163.000,163.000,No,2800.00,456400.00,Central Warehouse,Production Line,2025-03-08,2025-03-07,Generated move order item for Stator Core 3 kW.
4982,2282,2,140.000,140.000,No,2800.00,392000.00,Production Line,Quality Inspection,2025-03-10,2025-03-08,Generated move order item for Stator Core 3 kW.
4983,2283,101,37.000,37.000,No,36500.00,1350500.00,Assembly,FG Store,2025-03-12,2025-03-09,Generated move order item for PMSM Motor 3 kW.
4984,2284,101,59.000,59.000,No,36500.00,2153500.00,FG Store,Dispatch Dock,2025-03-14,2025-03-10,Generated move order item for PMSM Motor 3 kW.
4985,2285,24,33.000,33.000,No,220.00,7260.00,Maintenance Store,Maintenance Bay,2025-03-16,2025-03-11,Generated move order item for Bearing 6205-2RS.
4986,2286,2,101.000,101.000,No,2800.00,282800.00,Assembly Surplus,Central Warehouse,2025-03-13,2025-03-12,Generated move order item for Stator Core 3 kW.
4987,2287,2,104.000,104.000,No,2800.00,291200.00,Central Warehouse,Production Line,2025-03-15,2025-03-13,Generated move order item for Stator Core 3 kW.
4988,2288,2,271.000,271.000,No,2800.00,758800.00,Production Line,Quality Inspection,2025-03-17,2025-03-14,Generated move order item for Stator Core 3 kW.
4989,2289,101,48.000,48.000,No,36500.00,1752000.00,Assembly,FG Store,2025-03-19,2025-03-15,Generated move order item for PMSM Motor 3 kW.
4990,2290,101,44.000,44.000,No,36500.00,1606000.00,FG Store,Dispatch Dock,2025-03-21,2025-03-16,Generated move order item for PMSM Motor 3 kW.
4991,2291,24,25.000,25.000,No,220.00,5500.00,Maintenance Store,Maintenance Bay,2025-03-18,2025-03-17,Generated move order item for Bearing 6205-2RS.
4992,2292,2,426.000,426.000,No,2800.00,1192800.00,Assembly Surplus,Central Warehouse,2025-03-20,2025-03-18,Generated move order item for Stator Core 3 kW.
4993,2293,2,124.000,124.000,No,2800.00,347200.00,Central Warehouse,Production Line,2025-03-22,2025-03-19,Generated move order item for Stator Core 3 kW.
4994,2294,2,302.000,302.000,No,2800.00,845600.00,Production Line,Quality Inspection,2025-03-24,2025-03-20,Generated move order item for Stator Core 3 kW.
4995,2295,101,52.000,52.000,No,36500.00,1898000.00,Assembly,FG Store,2025-03-26,2025-03-21,Generated move order item for PMSM Motor 3 kW.
4996,2296,101,50.000,50.000,No,36500.00,1825000.00,FG Store,Dispatch Dock,2025-03-23,2025-03-22,Generated move order item for PMSM Motor 3 kW.
4997,2297,24,72.000,72.000,No,220.00,15840.00,Maintenance Store,Maintenance Bay,2025-03-25,2025-03-23,Generated move order item for Bearing 6205-2RS.
4998,2298,2,199.000,199.000,No,2800.00,557200.00,Assembly Surplus,Central Warehouse,2025-03-27,2025-03-24,Generated move order item for Stator Core 3 kW.
4999,2299,2,395.000,395.000,No,2800.00,1106000.00,Central Warehouse,Production Line,2025-03-29,2025-03-25,Generated move order item for Stator Core 3 kW.
5000,2300,2,224.000,224.000,No,2800.00,627200.00,Production Line,Quality Inspection,2025-03-31,2025-03-26,Generated move order item for Stator Core 3 kW.
5001,2301,101,24.000,24.000,No,36500.00,876000.00,Assembly,FG Store,2025-03-28,2025-03-27,Generated move order item for PMSM Motor 3 kW.
5002,2302,101,34.000,34.000,No,36500.00,1241000.00,FG Store,Dispatch Dock,2025-03-30,2025-03-28,Generated move order item for PMSM Motor 3 kW.
5003,2303,24,64.000,64.000,No,220.00,14080.00,Maintenance Store,Maintenance Bay,2025-04-01,2025-03-29,Generated move order item for Bearing 6205-2RS.
5004,2304,2,144.000,144.000,No,2800.00,403200.00,Assembly Surplus,Central Warehouse,2025-04-03,2025-03-30,Generated move order item for Stator Core 3 kW.
5005,2305,2,470.000,470.000,No,2800.00,1316000.00,Central Warehouse,Production Line,2025-04-05,2025-03-31,Generated move order item for Stator Core 3 kW.
5006,2306,2,441.000,441.000,No,2800.00,1234800.00,Production Line,Quality Inspection,2025-04-02,2025-04-01,Generated move order item for Stator Core 3 kW.
5007,2307,101,20.000,20.000,No,36500.00,730000.00,Assembly,FG Store,2025-04-04,2025-04-02,Generated move order item for PMSM Motor 3 kW.
5008,2308,101,18.000,18.000,No,36500.00,657000.00,FG Store,Dispatch Dock,2025-04-06,2025-04-03,Generated move order item for PMSM Motor 3 kW.
5009,2309,24,11.000,11.000,No,220.00,2420.00,Maintenance Store,Maintenance Bay,2025-04-08,2025-04-04,Generated move order item for Bearing 6205-2RS.
5010,2310,2,233.000,233.000,No,2800.00,652400.00,Assembly Surplus,Central Warehouse,2025-04-10,2025-04-05,Generated move order item for Stator Core 3 kW.
5011,2311,2,127.000,127.000,No,2800.00,355600.00,Central Warehouse,Production Line,2025-04-07,2025-04-06,Generated move order item for Stator Core 3 kW.
5012,2312,2,469.000,469.000,No,2800.00,1313200.00,Production Line,Quality Inspection,2025-04-09,2025-04-07,Generated move order item for Stator Core 3 kW.
5013,2313,101,55.000,55.000,No,36500.00,2007500.00,Assembly,FG Store,2025-04-11,2025-04-08,Generated move order item for PMSM Motor 3 kW.
5014,2314,101,51.000,51.000,No,36500.00,1861500.00,FG Store,Dispatch Dock,2025-04-13,2025-04-09,Generated move order item for PMSM Motor 3 kW.
5015,2315,24,32.000,32.000,No,220.00,7040.00,Maintenance Store,Maintenance Bay,2025-04-15,2025-04-10,Generated move order item for Bearing 6205-2RS.
5016,2316,2,361.000,361.000,No,2800.00,1010800.00,Assembly Surplus,Central Warehouse,2025-04-12,2025-04-11,Generated move order item for Stator Core 3 kW.
5017,2317,2,271.000,271.000,No,2800.00,758800.00,Central Warehouse,Production Line,2025-04-14,2025-04-12,Generated move order item for Stator Core 3 kW.
5018,2318,2,173.000,173.000,No,2800.00,484400.00,Production Line,Quality Inspection,2025-04-16,2025-04-13,Generated move order item for Stator Core 3 kW.
5019,2319,101,34.000,34.000,No,36500.00,1241000.00,Assembly,FG Store,2025-04-18,2025-04-14,Generated move order item for PMSM Motor 3 kW.
5020,2320,101,14.000,14.000,No,36500.00,511000.00,FG Store,Dispatch Dock,2025-04-20,2025-04-15,Generated move order item for PMSM Motor 3 kW.
5021,2321,24,97.000,97.000,No,220.00,21340.00,Maintenance Store,Maintenance Bay,2025-04-17,2025-04-16,Generated move order item for Bearing 6205-2RS.
5022,2322,2,123.000,123.000,No,2800.00,344400.00,Assembly Surplus,Central Warehouse,2025-04-19,2025-04-17,Generated move order item for Stator Core 3 kW.
5023,2323,2,185.000,185.000,No,2800.00,518000.00,Central Warehouse,Production Line,2025-04-21,2025-04-18,Generated move order item for Stator Core 3 kW.
5024,2324,2,149.000,149.000,No,2800.00,417200.00,Production Line,Quality Inspection,2025-04-23,2025-04-19,Generated move order item for Stator Core 3 kW.
5025,2325,101,34.000,34.000,No,36500.00,1241000.00,Assembly,FG Store,2025-04-25,2025-04-20,Generated move order item for PMSM Motor 3 kW.
5026,2326,101,42.000,42.000,No,36500.00,1533000.00,FG Store,Dispatch Dock,2025-04-22,2025-04-21,Generated move order item for PMSM Motor 3 kW.
5027,2327,24,96.000,96.000,No,220.00,21120.00,Maintenance Store,Maintenance Bay,2025-04-24,2025-04-22,Generated move order item for Bearing 6205-2RS.
5028,2328,2,225.000,225.000,No,2800.00,630000.00,Assembly Surplus,Central Warehouse,2025-04-26,2025-04-23,Generated move order item for Stator Core 3 kW.
5029,2329,2,140.000,140.000,No,2800.00,392000.00,Central Warehouse,Production Line,2025-04-28,2025-04-24,Generated move order item for Stator Core 3 kW.
5030,2330,2,59.000,59.000,No,2800.00,165200.00,Production Line,Quality Inspection,2025-04-30,2025-04-25,Generated move order item for Stator Core 3 kW.
5031,2331,101,38.000,38.000,No,36500.00,1387000.00,Assembly,FG Store,2025-04-27,2025-04-26,Generated move order item for PMSM Motor 3 kW.
5032,2332,101,59.000,59.000,No,36500.00,2153500.00,FG Store,Dispatch Dock,2025-04-29,2025-04-27,Generated move order item for PMSM Motor 3 kW.
5033,2333,24,11.000,11.000,No,220.00,2420.00,Maintenance Store,Maintenance Bay,2025-05-01,2025-04-28,Generated move order item for Bearing 6205-2RS.
5034,2334,2,499.000,499.000,No,2800.00,1397200.00,Assembly Surplus,Central Warehouse,2025-05-03,2025-04-29,Generated move order item for Stator Core 3 kW.
5035,2335,2,168.000,168.000,No,2800.00,470400.00,Central Warehouse,Production Line,2025-05-05,2025-04-30,Generated move order item for Stator Core 3 kW.
5036,2336,2,459.000,459.000,No,2800.00,1285200.00,Production Line,Quality Inspection,2025-05-02,2025-05-01,Generated move order item for Stator Core 3 kW.
5037,2337,101,8.000,8.000,No,36500.00,292000.00,Assembly,FG Store,2025-05-04,2025-05-02,Generated move order item for PMSM Motor 3 kW.
5038,2338,101,54.000,54.000,No,36500.00,1971000.00,FG Store,Dispatch Dock,2025-05-06,2025-05-03,Generated move order item for PMSM Motor 3 kW.
5039,2339,24,36.000,36.000,No,220.00,7920.00,Maintenance Store,Maintenance Bay,2025-05-08,2025-05-04,Generated move order item for Bearing 6205-2RS.
5040,2340,2,173.000,173.000,No,2800.00,484400.00,Assembly Surplus,Central Warehouse,2025-05-10,2025-05-05,Generated move order item for Stator Core 3 kW.
5041,2341,2,143.000,143.000,No,2800.00,400400.00,Central Warehouse,Production Line,2025-05-07,2025-05-06,Generated move order item for Stator Core 3 kW.
5042,2342,2,110.000,110.000,No,2800.00,308000.00,Production Line,Quality Inspection,2025-05-09,2025-05-07,Generated move order item for Stator Core 3 kW.
5043,2343,101,49.000,49.000,No,36500.00,1788500.00,Assembly,FG Store,2025-05-11,2025-05-08,Generated move order item for PMSM Motor 3 kW.
5044,2344,101,8.000,8.000,No,36500.00,292000.00,FG Store,Dispatch Dock,2025-05-13,2025-05-09,Generated move order item for PMSM Motor 3 kW.
5045,2345,24,49.000,49.000,No,220.00,10780.00,Maintenance Store,Maintenance Bay,2025-05-15,2025-05-10,Generated move order item for Bearing 6205-2RS.
5046,2346,2,477.000,477.000,No,2800.00,1335600.00,Assembly Surplus,Central Warehouse,2025-05-12,2025-05-11,Generated move order item for Stator Core 3 kW.
5047,2347,2,232.000,232.000,No,2800.00,649600.00,Central Warehouse,Production Line,2025-05-14,2025-05-12,Generated move order item for Stator Core 3 kW.
5048,2348,2,423.000,423.000,No,2800.00,1184400.00,Production Line,Quality Inspection,2025-05-16,2025-05-13,Generated move order item for Stator Core 3 kW.
5049,2349,101,43.000,43.000,No,36500.00,1569500.00,Assembly,FG Store,2025-05-18,2025-05-14,Generated move order item for PMSM Motor 3 kW.
5050,2350,101,49.000,49.000,No,36500.00,1788500.00,FG Store,Dispatch Dock,2025-05-20,2025-05-15,Generated move order item for PMSM Motor 3 kW.
5051,2351,24,95.000,95.000,No,220.00,20900.00,Maintenance Store,Maintenance Bay,2025-05-17,2025-05-16,Generated move order item for Bearing 6205-2RS.
5052,2352,2,94.000,94.000,No,2800.00,263200.00,Assembly Surplus,Central Warehouse,2025-05-19,2025-05-17,Generated move order item for Stator Core 3 kW.
5053,2353,2,185.000,185.000,No,2800.00,518000.00,Central Warehouse,Production Line,2025-05-21,2025-05-18,Generated move order item for Stator Core 3 kW.
5054,2354,2,194.000,194.000,No,2800.00,543200.00,Production Line,Quality Inspection,2025-05-23,2025-05-19,Generated move order item for Stator Core 3 kW.
5055,2355,101,8.000,8.000,No,36500.00,292000.00,Assembly,FG Store,2025-05-25,2025-05-20,Generated move order item for PMSM Motor 3 kW.
5056,2356,101,10.000,10.000,No,36500.00,365000.00,FG Store,Dispatch Dock,2025-05-22,2025-05-21,Generated move order item for PMSM Motor 3 kW.
5057,2357,24,15.000,15.000,No,220.00,3300.00,Maintenance Store,Maintenance Bay,2025-05-24,2025-05-22,Generated move order item for Bearing 6205-2RS.
5058,2358,2,478.000,478.000,No,2800.00,1338400.00,Assembly Surplus,Central Warehouse,2025-05-26,2025-05-23,Generated move order item for Stator Core 3 kW.
5059,2359,2,436.000,436.000,No,2800.00,1220800.00,Central Warehouse,Production Line,2025-05-28,2025-05-24,Generated move order item for Stator Core 3 kW.
5060,2360,2,315.000,315.000,No,2800.00,882000.00,Production Line,Quality Inspection,2025-05-30,2025-05-25,Generated move order item for Stator Core 3 kW.
5061,2361,101,52.000,52.000,No,36500.00,1898000.00,Assembly,FG Store,2025-05-27,2025-05-26,Generated move order item for PMSM Motor 3 kW.
5062,2362,101,24.000,24.000,No,36500.00,876000.00,FG Store,Dispatch Dock,2025-05-29,2025-05-27,Generated move order item for PMSM Motor 3 kW.
5063,2363,24,50.000,50.000,No,220.00,11000.00,Maintenance Store,Maintenance Bay,2025-05-31,2025-05-28,Generated move order item for Bearing 6205-2RS.
5064,2364,2,448.000,448.000,No,2800.00,1254400.00,Assembly Surplus,Central Warehouse,2025-06-02,2025-05-29,Generated move order item for Stator Core 3 kW.
5065,2365,2,116.000,116.000,No,2800.00,324800.00,Central Warehouse,Production Line,2025-06-04,2025-05-30,Generated move order item for Stator Core 3 kW.
