mo_id,mo_number,mo_date,requested_by,requested_by_department,from_department_id,to_department_id,move_order_type,priority,source_location,destination_location,reason,required_date,approved_by,approved_date,issued_by,issued_date,received_by,received_date,status,remarks
2408,MO-2025-2408,2025-07-12,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-07-15,12.0,2025-07-12,13.0,2025-07-12,1.0,2025-07-13,Received,Generated internal movement.
2409,MO-2025-2409,2025-07-13,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-07-17,13.0,2025-07-13,1.0,2025-07-13,3.0,2025-07-14,Received,Generated internal movement.
2410,MO-2025-2410,2025-07-14,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-07-19,1.0,2025-07-14,3.0,2025-07-14,4.0,2025-07-15,Received,Generated internal movement.
2411,MO-2025-2411,2025-07-15,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-07-16,,,,,,,Pending Approval,Generated internal movement.
2412,MO-2025-2412,2025-07-16,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-07-18,4.0,2025-07-16,5.0,2025-07-16,6.0,2025-07-17,Received,Generated internal movement.
2413,MO-2025-2413,2025-07-17,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-07-20,5.0,2025-07-17,6.0,2025-07-17,7.0,2025-07-18,Received,Generated internal movement.
2414,MO-2025-2414,2025-07-18,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-07-22,6.0,2025-07-18,7.0,2025-07-18,8.0,2025-07-19,Received,Generated internal movement.
2415,MO-2025-2415,2025-07-19,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-07-24,7.0,2025-07-19,8.0,2025-07-19,9.0,2025-07-20,Received,Generated internal movement.
2416,MO-2025-2416,2025-07-20,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-07-21,,,,,,,Pending Approval,Generated internal movement.
2417,MO-2025-2417,2025-07-21,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-07-23,9.0,2025-07-21,10.0,2025-07-21,11.0,2025-07-22,Received,Generated internal movement.
2418,MO-2025-2418,2025-07-22,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-07-25,10.0,2025-07-22,11.0,2025-07-22,12.0,2025-07-23,Received,Generated internal movement.
2419,MO-2025-2419,2025-07-23,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-07-27,11.0,2025-07-23,12.0,2025-07-23,13.0,2025-07-24,Received,Generated internal movement.
2420,MO-2025-2420,2025-07-24,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-07-29,12.0,2025-07-24,13.0,2025-07-24,1.0,2025-07-25,Received,Generated internal movement.
2421,MO-2025-2421,2025-07-25,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-07-26,,,,,,,Pending Approval,Generated internal movement.
2422,MO-2025-2422,2025-07-26,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-07-28,1.0,2025-07-26,3.0,2025-07-26,4.0,2025-07-27,Received,Generated internal movement.
2423,MO-2025-2423,2025-07-27,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-07-30,3.0,2025-07-27,4.0,2025-07-27,5.0,2025-07-28,Received,Generated internal movement.
2424,MO-2025-2424,2025-07-28,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-08-01,4.0,2025-07-28,5.0,2025-07-28,6.0,2025-07-29,Received,Generated internal movement.
2425,MO-2025-2425,2025-07-29,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-08-03,5.0,2025-07-29,6.0,2025-07-29,7.0,2025-07-30,Received,Generated internal movement.
2426,MO-2025-2426,2025-07-30,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-07-31,,,,,,,Pending Approval,Generated internal movement.
2427,MO-2025-2427,2025-07-31,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-08-02,7.0,2025-07-31,8.0,2025-07-31,9.0,2025-08-01,Received,Generated internal movement.
2428,MO-2025-2428,2025-08-01,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-08-04,8.0,2025-08-01,9.0,2025-08-01,10.0,2025-08-02,Received,Generated internal movement.
2429,MO-2025-2429,2025-08-02,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-08-06,9.0,2025-08-02,10.0,2025-08-02,11.0,2025-08-03,Received,Generated internal movement.
2430,MO-2025-2430,2025-08-03,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-08-08,10.0,2025-08-03,11.0,2025-08-03,12.0,2025-08-04,Received,Generated internal movement.
2431,MO-2025-2431,2025-08-04,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-08-05,,,,,,,Pending Approval,Generated internal movement.
2432,MO-2025-2432,2025-08-05,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-08-07,12.0,2025-08-05,13.0,2025-08-05,1.0,2025-08-06,Received,Generated internal movement.
2433,MO-2025-2433,2025-08-06,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-08-09,13.0,2025-08-06,1.0,2025-08-06,3.0,2025-08-07,Received,Generated internal movement.
2434,MO-2025-2434,2025-08-07,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-08-11,1.0,2025-08-07,3.0,2025-08-07,4.0,2025-08-08,Received,Generated internal movement.
2435,MO-2025-2435,2025-08-08,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-08-13,3.0,2025-08-08,4.0,2025-08-08,5.0,2025-08-09,Received,Generated internal movement.
2436,MO-2025-2436,2025-08-09,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-08-10,,,,,,,Pending Approval,Generated internal movement.
2437,MO-2025-2437,2025-08-10,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-08-12,5.0,2025-08-10,6.0,2025-08-10,7.0,2025-08-11,Received,Generated internal movement.
2438,MO-2025-2438,2025-08-11,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-08-14,6.0,2025-08-11,7.0,2025-08-11,8.0,2025-08-12,Received,Generated internal movement.
2439,MO-2025-2439,2025-08-12,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-08-16,7.0,2025-08-12,8.0,2025-08-12,9.0,2025-08-13,Received,Generated internal movement.
2440,MO-2025-2440,2025-08-13,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-08-18,8.0,2025-08-13,9.0,2025-08-13,10.0,2025-08-14,Received,Generated internal movement.
2441,MO-2025-2441,2025-08-14,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-08-15,,,,,,,Pending Approval,Generated internal movement.
2442,MO-2025-2442,2025-08-15,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-08-17,10.0,2025-08-15,11.0,2025-08-15,12.0,2025-08-16,Received,Generated internal movement.
2443,MO-2025-2443,2025-08-16,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-08-19,11.0,2025-08-16,12.0,2025-08-16,13.0,2025-08-17,Received,Generated internal movement.
2444,MO-2025-2444,2025-08-17,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-08-21,12.0,2025-08-17,13.0,2025-08-17,1.0,2025-08-18,Received,Generated internal movement.
2445,MO-2025-2445,2025-08-18,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-08-23,13.0,2025-08-18,1.0,2025-08-18,3.0,2025-08-19,Received,Generated internal movement.
2446,MO-2025-2446,2025-08-19,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-08-20,,,,,,,Pending Approval,Generated internal movement.
2447,MO-2025-2447,2025-08-20,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-08-22,3.0,2025-08-20,4.0,2025-08-20,5.0,2025-08-21,Received,Generated internal movement.
2448,MO-2025-2448,2025-08-21,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-08-24,4.0,2025-08-21,5.0,2025-08-21,6.0,2025-08-22,Received,Generated internal movement.
2449,MO-2025-2449,2025-08-22,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-08-26,5.0,2025-08-22,6.0,2025-08-22,7.0,2025-08-23,Received,Generated internal movement.
2450,MO-2025-2450,2025-08-23,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-08-28,6.0,2025-08-23,7.0,2025-08-23,8.0,2025-08-24,Received,Generated internal movement.
2451,MO-2025-2451,2025-08-24,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-08-25,,,,,,,Pending Approval,Generated internal movement.
2452,MO-2025-2452,2025-08-25,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-08-27,8.0,2025-08-25,9.0,2025-08-25,10.0,2025-08-26,Received,Generated internal movement.
2453,MO-2025-2453,2025-08-26,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-08-29,9.0,2025-08-26,10.0,2025-08-26,11.0,2025-08-27,Received,Generated internal movement.
2454,MO-2025-2454,2025-08-27,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-08-31,10.0,2025-08-27,11.0,2025-08-27,12.0,2025-08-28,Received,Generated internal movement.
2455,MO-2025-2455,2025-08-28,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-09-02,11.0,2025-08-28,12.0,2025-08-28,13.0,2025-08-29,Received,Generated internal movement.
2456,MO-2025-2456,2025-08-29,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-08-30,,,,,,,Pending Approval,Generated internal movement.
2457,MO-2025-2457,2025-08-30,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-09-01,13.0,2025-08-30,1.0,2025-08-30,3.0,2025-08-31,Received,Generated internal movement.
2458,MO-2025-2458,2025-08-31,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-09-03,1.0,2025-08-31,3.0,2025-08-31,4.0,2025-09-01,Received,Generated internal movement.
2459,MO-2025-2459,2025-09-01,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-09-05,3.0,2025-09-01,4.0,2025-09-01,5.0,2025-09-02,Received,Generated internal movement.
2460,MO-2025-2460,2025-09-02,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-09-07,4.0,2025-09-02,5.0,2025-09-02,6.0,2025-09-03,Received,Generated internal movement.
2461,MO-2025-2461,2025-09-03,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-09-04,,,,,,,Pending Approval,Generated internal movement.
2462,MO-2025-2462,2025-09-04,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-09-06,6.0,2025-09-04,7.0,2025-09-04,8.0,2025-09-05,Received,Generated internal movement.
2463,MO-2025-2463,2025-09-05,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-09-08,7.0,2025-09-05,8.0,2025-09-05,9.0,2025-09-06,Received,Generated internal movement.
2464,MO-2025-2464,2025-09-06,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-09-10,8.0,2025-09-06,9.0,2025-09-06,10.0,2025-09-07,Received,Generated internal movement.
2465,MO-2025-2465,2025-09-07,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-09-12,9.0,2025-09-07,10.0,2025-09-07,11.0,2025-09-08,Received,Generated internal movement.
2466,MO-2025-2466,2025-09-08,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-09-09,,,,,,,Pending Approval,Generated internal movement.
2467,MO-2025-2467,2025-09-09,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-09-11,11.0,2025-09-09,12.0,2025-09-09,13.0,2025-09-10,Received,Generated internal movement.
2468,MO-2025-2468,2025-09-10,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-09-13,12.0,2025-09-10,13.0,2025-09-10,1.0,2025-09-11,Received,Generated internal movement.
2469,MO-2025-2469,2025-09-11,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-09-15,13.0,2025-09-11,1.0,2025-09-11,3.0,2025-09-12,Received,Generated internal movement.
2470,MO-2025-2470,2025-09-12,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-09-17,1.0,2025-09-12,3.0,2025-09-12,4.0,2025-09-13,Received,Generated internal movement.
2471,MO-2025-2471,2025-09-13,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-09-14,,,,,,,Pending Approval,Generated internal movement.
2472,MO-2025-2472,2025-09-14,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-09-16,4.0,2025-09-14,5.0,2025-09-14,6.0,2025-09-15,Received,Generated internal movement.
2473,MO-2025-2473,2025-09-15,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-09-18,5.0,2025-09-15,6.0,2025-09-15,7.0,2025-09-16,Received,Generated internal movement.
2474,MO-2025-2474,2025-09-16,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-09-20,6.0,2025-09-16,7.0,2025-09-16,8.0,2025-09-17,Received,Generated internal movement.
2475,MO-2025-2475,2025-09-17,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-09-22,7.0,2025-09-17,8.0,2025-09-17,9.0,2025-09-18,Received,Generated internal movement.
2476,MO-2025-2476,2025-09-18,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-09-19,,,,,,,Pending Approval,Generated internal movement.
2477,MO-2025-2477,2025-09-19,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-09-21,9.0,2025-09-19,10.0,2025-09-19,11.0,2025-09-20,Received,Generated internal movement.
2478,MO-2025-2478,2025-09-20,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-09-23,10.0,2025-09-20,11.0,2025-09-20,12.0,2025-09-21,Received,Generated internal movement.
2479,MO-2025-2479,2025-09-21,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-09-25,11.0,2025-09-21,12.0,2025-09-21,13.0,2025-09-22,Received,Generated internal movement.
2480,MO-2025-2480,2025-09-22,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-09-27,12.0,2025-09-22,13.0,2025-09-22,1.0,2025-09-23,Received,Generated internal movement.
2481,MO-2025-2481,2025-09-23,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-09-24,,,,,,,Pending Approval,Generated internal movement.
2482,MO-2025-2482,2025-09-24,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-09-26,1.0,2025-09-24,3.0,2025-09-24,4.0,2025-09-25,Received,Generated internal movement.
2483,MO-2025-2483,2025-09-25,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-09-28,3.0,2025-09-25,4.0,2025-09-25,5.0,2025-09-26,Received,Generated internal movement.
2484,MO-2025-2484,2025-09-26,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-09-30,4.0,2025-09-26,5.0,2025-09-26,6.0,2025-09-27,Received,Generated internal movement.
2485,MO-2025-2485,2025-09-27,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-10-02,5.0,2025-09-27,6.0,2025-09-27,7.0,2025-09-28,Received,Generated internal movement.
2486,MO-2025-2486,2025-09-28,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-09-29,,,,,,,Pending Approval,Generated internal movement.
2487,MO-2025-2487,2025-09-29,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-10-01,7.0,2025-09-29,8.0,2025-09-29,9.0,2025-09-30,Received,Generated internal movement.
2488,MO-2025-2488,2025-09-30,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-10-03,8.0,2025-09-30,9.0,2025-09-30,10.0,2025-10-01,Received,Generated internal movement.
2489,MO-2025-2489,2025-10-01,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-10-05,9.0,2025-10-01,10.0,2025-10-01,11.0,2025-10-02,Received,Generated internal movement.
2490,MO-2025-2490,2025-10-02,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-10-07,10.0,2025-10-02,11.0,2025-10-02,12.0,2025-10-03,Received,Generated internal movement.
2491,MO-2025-2491,2025-10-03,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-10-04,,,,,,,Pending Approval,Generated internal movement.
2492,MO-2025-2492,2025-10-04,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-10-06,12.0,2025-10-04,13.0,2025-10-04,1.0,2025-10-05,Received,Generated internal movement.
2493,MO-2025-2493,2025-10-05,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-10-08,13.0,2025-10-05,1.0,2025-10-05,3.0,2025-10-06,Received,Generated internal movement.
2494,MO-2025-2494,2025-10-06,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-10-10,1.0,2025-10-06,3.0,2025-10-06,4.0,2025-10-07,Received,Generated internal movement.
2495,MO-2025-2495,2025-10-07,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-10-12,3.0,2025-10-07,4.0,2025-10-07,5.0,2025-10-08,Received,Generated internal movement.
2496,MO-2025-2496,2025-10-08,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-10-09,,,,,,,Pending Approval,Generated internal movement.
2497,MO-2025-2497,2025-10-09,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-10-11,5.0,2025-10-09,6.0,2025-10-09,7.0,2025-10-10,Received,Generated internal movement.
2498,MO-2025-2498,2025-10-10,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-10-13,6.0,2025-10-10,7.0,2025-10-10,8.0,2025-10-11,Received,Generated internal movement.
2499,MO-2025-2499,2025-10-11,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-10-15,7.0,2025-10-11,8.0,2025-10-11,9.0,2025-10-12,Received,Generated internal movement.
2500,MO-2025-2500,2025-10-12,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-10-17,8.0,2025-10-12,9.0,2025-10-12,10.0,2025-10-13,Received,Generated internal movement.
2501,MO-2025-2501,2025-10-13,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-10-14,,,,,,,Pending Approval,Generated internal movement.
2502,MO-2025-2502,2025-10-14,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-10-16,10.0,2025-10-14,11.0,2025-10-14,12.0,2025-10-15,Received,Generated internal movement.
2503,MO-2025-2503,2025-10-15,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-10-18,11.0,2025-10-15,12.0,2025-10-15,13.0,2025-10-16,Received,Generated internal movement.
2504,MO-2025-2504,2025-10-16,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-10-20,12.0,2025-10-16,13.0,2025-10-16,1.0,2025-10-17,Received,Generated internal movement.
2505,MO-2025-2505,2025-10-17,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-10-22,13.0,2025-10-17,1.0,2025-10-17,3.0,2025-10-18,Received,Generated internal movement.
2506,MO-2025-2506,2025-10-18,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-10-19,,,,,,,Pending Approval,Generated internal movement.
2507,MO-2025-2507,2025-10-19,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-10-21,3.0,2025-10-19,4.0,2025-10-19,5.0,2025-10-20,Received,Generated internal movement.
2508,MO-2025-2508,2025-10-20,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-10-23,4.0,2025-10-20,5.0,2025-10-20,6.0,2025-10-21,Received,Generated internal movement.
2509,MO-2025-2509,2025-10-21,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-10-25,5.0,2025-10-21,6.0,2025-10-21,7.0,2025-10-22,Received,Generated internal movement.
2510,MO-2025-2510,2025-10-22,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-10-27,6.0,2025-10-22,7.0,2025-10-22,8.0,2025-10-23,Received,Generated internal movement.
2511,MO-2025-2511,2025-10-23,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-10-24,,,,,,,Pending Approval,Generated internal movement.
2512,MO-2025-2512,2025-10-24,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-10-26,8.0,2025-10-24,9.0,2025-10-24,10.0,2025-10-25,Received,Generated internal movement.
2513,MO-2025-2513,2025-10-25,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-10-28,9.0,2025-10-25,10.0,2025-10-25,11.0,2025-10-26,Received,Generated internal movement.
2514,MO-2025-2514,2025-10-26,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-10-30,10.0,2025-10-26,11.0,2025-10-26,12.0,2025-10-27,Received,Generated internal movement.
2515,MO-2025-2515,2025-10-27,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-11-01,11.0,2025-10-27,12.0,2025-10-27,13.0,2025-10-28,Received,Generated internal movement.
2516,MO-2025-2516,2025-10-28,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-10-29,,,,,,,Pending Approval,Generated internal movement.
2517,MO-2025-2517,2025-10-29,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-10-31,13.0,2025-10-29,1.0,2025-10-29,3.0,2025-10-30,Received,Generated internal movement.
2518,MO-2025-2518,2025-10-30,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-11-02,1.0,2025-10-30,3.0,2025-10-30,4.0,2025-10-31,Received,Generated internal movement.
2519,MO-2025-2519,2025-10-31,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-11-04,3.0,2025-10-31,4.0,2025-10-31,5.0,2025-11-01,Received,Generated internal movement.
2520,MO-2025-2520,2025-11-01,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-11-06,4.0,2025-11-01,5.0,2025-11-01,6.0,2025-11-02,Received,Generated internal movement.
2521,MO-2025-2521,2025-11-02,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-11-03,,,,,,,Pending Approval,Generated internal movement.
2522,MO-2025-2522,2025-11-03,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-11-05,6.0,2025-11-03,7.0,2025-11-03,8.0,2025-11-04,Received,Generated internal movement.
